Ticker,Company,Exchange,Industry,Env_Grade,Env_Level,Social_Grade,Social_Level,Gov_Grade,Gov_Level,Env_Score,Social_Score,Gov_Score,Total_Score,Date,Total_Grade,Total_Level,ESG_Category,Env_Norm,Social_Norm,Gov_Norm,Weighted_ESG_Score,ESG_Rank
mtls,Materialise NV,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,505,301,300,1106,2022-04-18,BBB,High, Leader,58.76685934489403,27.810650887573964,56.25,47.3,271
mtex,Mannatech Inc,NASDAQ NMS - GLOBAL MARKET,Consumer products,B,Medium,B,Medium,B,Medium,200,260,230,690,2022-04-18,B,Medium,Laggard,0.0,19.723865877712033,38.75,16.59,617
mtrx,Matrix Service Co,NASDAQ NMS - GLOBAL MARKET,Construction,A,High,BB,Medium,B,Medium,589,390,277,1256,2022-04-18,A,High, Leader,74.95183044315993,45.36489151873767,50.5,58.48,39
halo,Halozyme Therapeutics Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,510,302,315,1127,2022-04-17,BBB,High, Leader,59.73025048169557,28.007889546351084,60.0,48.69,231
hall,Hallmark Financial Services Inc,NASDAQ NMS - GLOBAL MARKET,Insurance,B,Medium,B,Medium,BB,Medium,215,233,300,748,2022-04-17,B,Medium,Laggard,2.8901734104046244,14.398422090729785,56.25,20.26,566
mvbf,MVB Financial Corp,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,210,215,215,640,2022-04-18,B,Medium,Laggard,1.9267822736030826,10.848126232741617,35.0,13.32,666
mvst,Microvast Holdings Inc,NASDAQ NMS - GLOBAL MARKET,Machinery,B,Medium,B,Medium,B,Medium,225,282,210,717,2022-06-11,B,Medium,Laggard,4.8169556840077075,24.06311637080868,33.75,18.79,586
mvis,MicroVision Inc,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,BBB,High,BB,Medium,BB,Medium,451,300,330,1081,2022-04-18,BBB,High, Average,48.36223506743738,27.613412228796847,63.74999999999999,44.95,341
mxct,MaxCyte Inc,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,BB,Medium,B,Medium,220,300,248,768,2022-04-21,BB,Medium,Laggard,3.8535645472061653,27.613412228796847,43.25,22.02,532
mygn,Myriad Genetics Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,BB,Medium,B,Medium,353,321,294,968,2022-04-18,BBB,High, Average,29.47976878612717,31.755424063116372,54.75,36.59,411
myfw,First Western Financial Inc,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,B,Medium,351,300,235,886,2022-06-10,BB,Medium, Average,29.09441233140655,27.613412228796847,40.0,31.3,460
mxl,Maxlinear Inc,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,535,325,335,1195,2022-04-18,BBB,High, Leader,64.54720616570327,32.544378698224854,65.0,53.46,92
mymd,MyMD Pharmaceuticals Inc,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,205,257,230,692,2022-06-11,B,Medium,Laggard,0.9633911368015413,19.13214990138067,38.75,16.77,613
myps,Playstudios Inc,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,B,Medium,B,Medium,205,202,200,607,2022-06-11,B,Medium,Laggard,0.9633911368015413,8.284023668639055,31.25,11.1,708
mttr,Matterport Inc,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,BB,Medium,B,Medium,346,325,260,931,2022-06-11,BBB,High, Average,28.13102119460501,32.544378698224854,46.25,34.21,432
mtsi,MACOM Technology Solutions Holdings Inc,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,BB,Medium,B,Medium,377,309,255,941,2022-04-18,BBB,High, Average,34.104046242774565,29.388560157790927,45.0,35.18,424
clro,Clearone Inc,NASDAQ NMS - GLOBAL MARKET,Communications,BB,Medium,B,Medium,B,Medium,370,228,210,808,2022-04-16,BB,Medium, Average,32.75529865125241,13.41222879684418,33.75,26.23,495
clsn,Celsion Corp,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,255,214,300,769,2022-04-16,BB,Medium,Laggard,10.597302504816955,10.650887573964498,56.25,22.03,531
gure,Gulf Resources Inc,NASDAQ NMS - GLOBAL MARKET,Chemicals,BBB,High,B,Medium,BB,Medium,408,206,300,914,2022-04-17,BBB,High, Average,40.07707129094412,9.072978303747535,56.25,33.27,441
gvp,GSE Systems Inc,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,505,307,245,1057,2022-04-17,BBB,High, Average,58.76685934489403,28.994082840236686,42.5,44.28,349
gyro,Gyrodyne LLC,NASDAQ NMS - GLOBAL MARKET,Real Estate,B,Medium,B,Medium,B,Medium,240,206,240,686,2022-04-17,B,Medium,Laggard,7.7071290944123305,9.072978303747535,41.25,16.57,618
gwrs,Global Water Resources Inc,NASDAQ NMS - GLOBAL MARKET,Utilities,BB,Medium,B,Medium,B,Medium,367,297,235,899,2022-04-17,BB,Medium, Average,32.177263969171484,27.021696252465482,40.0,32.33,449
ha,Hawaiian Holdings Inc,NASDAQ NMS - GLOBAL MARKET,Airlines,B,Medium,BB,Medium,B,Medium,200,321,200,721,2022-04-17,B,Medium,Laggard,0.0,31.755424063116372,31.25,18.93,584
clsk,CleanSpark Inc,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,570,326,310,1206,2022-06-10,A,High, Leader,71.29094412331408,32.74161735700197,58.75,54.66,73
clsd,Clearside Biomedical Inc,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,215,230,200,645,2022-07-26,B,Medium,Laggard,2.8901734104046244,13.806706114398423,31.25,13.8,662
haac,Health Assurance Acquisition Corp,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,BB,Medium,200,258,300,758,2022-06-10,BB,Medium,Laggard,0.0,19.32938856015779,56.25,20.83,555
hafc,Hanmi Financial Corp,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,250,207,233,690,2022-04-17,B,Medium,Laggard,9.633911368015415,9.270216962524655,39.5,16.97,611
clst,Catalyst Bancorp Inc,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,BB,Medium,B,Medium,260,350,267,877,2022-06-11,BB,Medium, Average,11.560693641618498,37.47534516765286,48.0,29.74,467
clwt,Euro Tech Holdings Company Ltd,NASDAQ NMS - GLOBAL MARKET,Trading Companies and Distributors,B,Medium,B,Medium,B,Medium,230,201,210,641,2022-04-17,B,Medium,Laggard,5.780346820809249,8.086785009861932,33.75,13.58,663
clxt,Calyxt Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,535,322,325,1182,2022-06-10,BBB,High, Leader,64.54720616570327,31.952662721893493,62.5,52.63,106
cmbm,Cambium Networks Corp,NASDAQ NMS - GLOBAL MARKET,Communications,A,High,BB,Medium,BB,Medium,505,337,300,1142,2022-06-10,BBB,High, Leader,58.76685934489403,34.9112426035503,56.25,49.79,192
cmco,Columbus McKinnon Corp,NASDAQ NMS - GLOBAL MARKET,Machinery,B,Medium,BB,Medium,B,Medium,200,323,240,763,2022-04-16,BB,Medium,Laggard,0.0,32.149901380670606,41.25,21.56,544
evk,Ever-Glory International Group Inc,NASDAQ NMS - GLOBAL MARKET,Textiles Apparel and Luxury Goods,B,Medium,B,Medium,B,Medium,200,211,210,621,2022-04-17,B,Medium,Laggard,0.0,10.059171597633137,33.75,11.96,693
clvs,Clovis Oncology Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,225,212,300,737,2022-04-16,B,Medium,Laggard,4.8169556840077075,10.256410256410255,56.25,19.58,577
clvr,Clever Leaves Holdings Inc,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,225,243,205,673,2022-06-10,B,Medium,Laggard,4.8169556840077075,16.370808678500985,32.5,15.78,627
happ,Happiness Development Group Ltd,NASDAQ NMS - GLOBAL MARKET,Consumer products,B,Medium,B,Medium,BB,Medium,225,207,300,732,2022-06-10,B,Medium,Laggard,4.8169556840077075,9.270216962524655,56.25,19.23,582
hbcp,Home Bancorp Inc,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,230,202,200,632,2022-04-17,B,Medium,Laggard,5.780346820809249,8.284023668639055,31.25,13.02,673
hbio,Harvard Bioscience Inc,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,B,Medium,BB,Medium,250,221,300,771,2022-04-17,BB,Medium,Laggard,9.633911368015415,12.03155818540434,56.25,22.13,529
hbnc,Horizon Bancorp Inc,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,255,321,233,809,2022-04-17,BB,Medium, Average,10.597302504816955,31.755424063116372,39.5,25.23,507
hbt,HBT Financial Inc,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,BB,Medium,245,275,300,820,2022-06-10,BB,Medium, Average,8.670520231213873,22.682445759368836,56.25,25.47,506
hcat,Health Catalyst Inc,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,545,324,320,1189,2022-06-10,BBB,High, Leader,66.47398843930635,32.34714003944773,61.25000000000001,53.22,95
hcar,Healthcare Services Acquisition Corp,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,BB,Medium,245,205,300,750,2022-06-10,BB,Medium,Laggard,8.670520231213873,8.875739644970414,56.25,20.64,560
harp,Harpoon Therapeutics Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BBB,High,BB,Medium,BB,Medium,485,300,310,1095,2022-06-10,BBB,High, Average,54.91329479768786,27.613412228796847,58.75,46.32,319
hayn,Haynes International Inc,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,A,High,BB,Medium,BB,Medium,500,301,300,1101,2022-04-17,BBB,High, Leader,57.80346820809249,27.810650887573964,56.25,46.92,280
pnbk,Patriot National Bancorp Inc,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,205,302,210,717,2022-04-18,B,Medium,Laggard,0.9633911368015413,28.007889546351084,33.75,18.63,588
hcdi,Harbor Custom Development Inc,NASDAQ NMS - GLOBAL MARKET,Consumer products,B,Medium,B,Medium,B,Medium,222,221,208,651,2022-06-10,B,Medium,Laggard,4.238921001926782,12.03155818540434,33.25,14.22,653
hcci,Heritage-Crystal Clean Inc,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,A,High,BBB,High,BB,Medium,525,400,300,1225,2022-04-17,A,High, Leader,62.6204238921002,47.337278106508876,56.25,55.68,64
pnfp,Pinnacle Financial Partners Inc,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,271,328,250,849,2022-11-08,BB,Medium, Average,13.680154142581888,33.13609467455622,43.75,28.01,479
pnt,POINT Biopharma Global Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,B,Medium,B,Medium,320,221,285,826,2022-06-11,BB,Medium, Average,23.121387283236995,12.03155818540434,52.5,26.58,494
poai,Predictive Oncology Inc,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,278,297,220,795,2022-06-10,BB,Medium,Laggard,15.028901734104046,27.021696252465482,36.25,24.53,512
pola,Polar Power Inc,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-06-05,B,Medium,Laggard,0.0,7.889546351084813,31.25,10.57,718
podd,Insulet Corp,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,215,233,205,653,2022-11-07,B,Medium,Laggard,2.8901734104046244,14.398422090729785,32.5,14.32,649
powi,Power Integrations Inc,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,B,Medium,BB,Medium,575,285,305,1165,2022-11-08,BBB,High, Leader,72.25433526011561,24.65483234714004,57.49999999999999,51.91,128
poww,Ammo Inc,NASDAQ NMS - GLOBAL MARKET,Leisure Products,B,Medium,B,Medium,B,Medium,233,224,200,657,2022-08-02,B,Medium,Laggard,6.358381502890173,12.6232741617357,31.25,14.77,638
pnrg,Primeenergy Resources Corp,NASDAQ NMS - GLOBAL MARKET,Energy,B,Medium,B,Medium,B,Medium,200,200,260,660,2022-11-08,B,Medium,Laggard,0.0,7.889546351084813,46.25,14.32,649
pntg,Pennant Group Inc,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,BB,Medium,B,Medium,245,306,200,751,2022-06-10,BB,Medium,Laggard,8.670520231213873,28.79684418145957,31.25,21.36,547
ppbi,Pacific Premier Bancorp Inc,NASDAQ NMS - GLOBAL MARKET,Banking,A,High,BB,Medium,BB,Medium,565,328,315,1208,2022-11-08,A,High, Leader,70.32755298651252,33.13609467455622,60.0,54.73,71
ppih,Perma-Pipe International Holdings Inc,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,B,Medium,BB,Medium,500,260,300,1060,2022-06-10,BBB,High, Average,57.80346820809249,19.723865877712033,56.25,44.09,352
ppc,Pilgrims Pride Corp,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,B,Medium,500,302,220,1022,2022-11-08,BBB,High, Average,57.80346820809249,28.007889546351084,36.25,41.99,369
praa,PRA Group Inc,NASDAQ NMS - GLOBAL MARKET,Financial Services,BBB,High,BB,Medium,BB,Medium,473,321,310,1104,2022-11-08,BBB,High, Leader,52.601156069364166,31.755424063116372,58.75,46.84,313
ppsi,Pioneer Power Solutions Inc,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,BB,Medium,BB,Medium,299,305,315,919,2022-11-08,BBB,High, Average,19.07514450867052,28.59960552268245,60.0,32.64,447
prax,Praxis Precision Medicines Inc,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200,215,215,630,2022-06-10,B,Medium,Laggard,0.0,10.848126232741617,35.0,12.55,683
prct,Procept Biorobotics Corp,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,BB,Medium,200,224,300,724,2022-06-11,B,Medium,Laggard,0.0,12.6232741617357,56.25,18.48,591
prch,Porch Group Inc,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,225,227,215,667,2022-06-10,B,Medium,Laggard,4.8169556840077075,13.214990138067062,35.0,15.3,630
pre,Artisan Acquisition Corp,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,B,Medium,245,203,265,713,2022-04-22,B,Medium,Laggard,8.670520231213873,8.481262327416173,47.5,18.31,594
prdo,Perdoceo Education Corp,NASDAQ NMS - GLOBAL MARKET,Diversified Consumer Services,BB,Medium,B,Medium,B,Medium,365,297,250,912,2022-06-10,BBB,High, Average,31.79190751445087,27.021696252465482,43.75,33.11,443
sisi,Shineco Inc,NASDAQ NMS - GLOBAL MARKET,Consumer products,BB,Medium,BB,Medium,BB,Medium,340,346,305,991,2022-06-11,BBB,High, Average,26.97495183044316,36.68639053254438,57.49999999999999,38.01,401
sitm,SiTime Corp,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,505,304,300,1109,2022-06-10,BBB,High, Leader,58.76685934489403,28.402366863905325,56.25,47.51,265
siri,Sirius XM Holdings Inc,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,B,Medium,240,302,205,747,2022-11-08,B,Medium,Laggard,7.7071290944123305,28.007889546351084,32.5,21.01,553
sj,Scienjoy Holding Corp,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,B,Medium,260,320,240,820,2022-06-10,BB,Medium, Average,11.560693641618498,31.558185404339252,41.25,25.98,498
pow,Powered Brands,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,B,Medium,235,231,250,716,2022-04-20,B,Medium,Laggard,6.74373795761079,14.003944773175542,43.75,18.54,589
powl,Powell Industries Inc,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,B,Medium,B,Medium,500,240,215,955,2022-11-08,BBB,High, Average,57.80346820809249,15.779092702169626,35.0,37.39,403
upwk,Upwork Inc,NASDAQ NMS - GLOBAL MARKET,Professional Services,B,Medium,B,Medium,B,Medium,275,264,278,817,2022-06-10,BB,Medium, Average,14.450867052023122,20.51282051282051,50.74999999999999,25.65,502
usak,USA Truck Inc,NASDAQ NMS - GLOBAL MARKET,Road and Rail,A,High,BB,Medium,BB,Medium,532,311,303,1146,2022-11-08,BBB,High, Leader,63.969171483622354,29.78303747534517,56.99999999999999,50.26,173
usau,US Gold Corp,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,BBB,High,B,Medium,BB,Medium,400,240,300,940,2022-06-10,BBB,High, Average,38.53564547206166,15.779092702169626,56.25,35.0,426
usap,Universal Stainless & Alloy Products Inc,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,B,Medium,B,Medium,B,Medium,238,231,200,669,2022-11-08,B,Medium,Laggard,7.321772639691715,14.003944773175542,31.25,15.64,629
useg,US Energy Corp,NASDAQ NMS - GLOBAL MARKET,Energy,BBB,High,B,Medium,BB,Medium,438,265,315,1018,2022-11-08,BBB,High, Average,45.857418111753375,20.710059171597635,60.0,40.59,381
usio,Usio Inc,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,B,Medium,285,245,240,770,2022-06-10,BB,Medium,Laggard,16.377649325626205,16.765285996055226,41.25,22.73,526
uthr,United Therapeutics Corp,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,233,259,300,792,2022-11-08,BB,Medium,Laggard,6.358381502890173,19.526627218934912,56.25,23.44,523
urgn,Urogen Pharma Ltd,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,210,251,290,751,2022-06-10,BB,Medium,Laggard,1.9267822736030826,17.94871794871795,53.75,20.49,561
urbn,Urban Outfitters Inc,NASDAQ NMS - GLOBAL MARKET,Retail,BB,Medium,BB,Medium,BB,Medium,335,300,300,935,2022-11-08,BBB,High, Average,26.011560693641616,27.613412228796847,56.25,34.13,434
utme,Utime Ltd,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,B,Medium,217,200,200,617,2022-06-10,B,Medium,Laggard,3.275529865125241,7.889546351084813,31.25,11.88,695
utrs,Minerva Surgical Inc,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,205,201,210,616,2022-06-11,B,Medium,Laggard,0.9633911368015413,8.086785009861932,33.75,11.65,702
utsi,UTStarcom Holdings Corp,NASDAQ NMS - GLOBAL MARKET,Communications,BB,Medium,BB,Medium,BB,Medium,340,310,365,1015,2022-11-08,BBB,High, Average,26.97495183044316,29.585798816568047,72.5,39.27,391
uxin,Uxin Ltd,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,203,202,225,630,2022-06-10,B,Medium,Laggard,0.5780346820809248,8.284023668639055,37.5,12.51,685
uvsp,Univest Financial Corp,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,BB,Medium,331,322,305,958,2022-11-08,BBB,High, Average,25.240847784200387,31.952662721893493,57.49999999999999,35.65,416
cmcm,Cheetah Mobile Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,205,214,215,634,2022-11-07,B,Medium,Laggard,0.9633911368015413,10.650887573964498,35.0,12.86,676
cmc,Commercial Metals Co,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,B,Medium,B,Medium,B,Medium,223,212,200,635,2022-11-07,B,Medium,Laggard,4.431599229287091,10.256410256410255,31.25,13.17,669
uslm,United States Lime & Minerals Inc,NASDAQ NMS - GLOBAL MARKET,Construction,A,High,B,Medium,BB,Medium,500,233,300,1033,2022-11-08,BBB,High, Average,57.80346820809249,14.398422090729785,56.25,42.22,367
utmd,Utah Medical Products Inc,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,240,236,250,726,2022-11-08,B,Medium,Laggard,7.7071290944123305,14.990138067061142,43.75,19.27,581
cmp,Compass Minerals International Inc,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,A,High,BB,Medium,BB,Medium,505,302,320,1127,2022-11-07,BBB,High, Leader,58.76685934489403,28.007889546351084,61.25000000000001,48.62,234
cnd,Concord Acquisition Corp,"NEW YORK STOCK EXCHANGE, INC.",Unknown,B,Medium,B,Medium,BB,Medium,205,257,300,762,2022-11-12,BB,Medium,Laggard,0.9633911368015413,19.13214990138067,56.25,21.14,551
cnf,CNFinance Holdings Ltd,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,200,200,220,620,2022-06-10,B,Medium,Laggard,0.0,7.889546351084813,36.25,11.82,697
cnmd,Conmed Corp,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,B,Medium,441,300,270,1011,2022-11-07,BBB,High, Average,46.4354527938343,27.613412228796847,48.75,40.43,385
cnk,Cinemark Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Media,BB,Medium,BB,Medium,BB,Medium,330,300,300,930,2022-11-07,BBB,High, Average,25.048169556840076,27.613412228796847,56.25,33.75,438
cnne,Cannae Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,215,203,203,621,2022-06-10,B,Medium,Laggard,2.8901734104046244,8.481262327416173,32.0,12.12,690
cno,CNO Financial Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500,322,315,1137,2022-11-07,BBB,High, Leader,57.80346820809249,31.952662721893493,60.0,49.3,209
cna,CNA Financial Corp,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,540,329,340,1209,2022-11-07,A,High, Leader,65.51059730250482,33.33333333333333,66.25,54.43,77
cmre,Costamare Inc,"NEW YORK STOCK EXCHANGE, INC.",Marine,B,Medium,B,Medium,B,Medium,242,204,200,646,2022-11-07,B,Medium,Laggard,8.092485549132949,8.678500986193294,31.25,14.09,657
gva,Granite Construction Inc,"NEW YORK STOCK EXCHANGE, INC.",Construction,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-11-07,B,Medium,Laggard,0.0,7.889546351084813,31.25,10.57,718
fn,Fabrinet,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,B,Medium,B,Medium,510,209,210,929,2022-11-07,BBB,High, Average,59.73025048169557,9.664694280078894,33.75,35.71,415
h,Hyatt Hotels Corp,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",B,Medium,B,Medium,B,Medium,235,209,205,649,2022-11-07,B,Medium,Laggard,6.74373795761079,9.664694280078894,32.5,14.21,654
hasi,Hannon Armstrong Sustainable Infrastructure Capital Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BBB,High,BB,Medium,646,404,313,1363,2022-11-07,A,High, Leader,85.9344894026975,48.12623274161736,59.5,66.09,17
hayw,Hayward Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,535,305,300,1140,2022-11-15,BBB,High, Leader,64.54720616570327,28.59960552268245,56.25,49.89,185
hbb,Hamilton Beach Brands Holding Co,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,245,272,230,747,2022-11-15,B,Medium,Laggard,8.670520231213873,22.090729783037474,38.75,20.89,554
hcc,Warrior Met Coal Inc,"NEW YORK STOCK EXCHANGE, INC.",Metals & Mining,B,Medium,B,Medium,B,Medium,215,200,200,615,2022-11-09,B,Medium,Laggard,2.8901734104046244,7.889546351084813,31.25,11.73,698
hci,Hci Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,B,Medium,BB,Medium,205,260,300,765,2022-11-07,BB,Medium,Laggard,0.9633911368015413,19.723865877712033,56.25,21.35,548
he,Hawaiian Electric Industries Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,585,348,310,1243,2022-11-07,A,High, Leader,74.18111753371869,37.08086785009862,58.75,57.34,51
gwre,Guidewire Software Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,549,321,330,1200,2022-11-07,A,High, Leader,67.2447013487476,31.755424063116372,63.74999999999999,53.95,84
hae,Haemonetics Corp,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,BB,Medium,448,303,305,1056,2022-11-07,BBB,High, Average,47.784200385356456,28.205128205128204,57.49999999999999,43.36,359
hep,Holly Energy Partners LP,"NEW YORK STOCK EXCHANGE, INC.",Energy ,A,High,B,Medium,B,Medium,511,225,215,951,2022-11-07,BBB,High, Average,59.92292870905588,12.82051282051282,35.0,37.21,405
hgv,Hilton Grand Vacations Inc,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",BB,Medium,B,Medium,B,Medium,305,288,250,843,2022-11-15,BB,Medium, Average,20.23121387283237,25.2465483234714,43.75,27.87,480
hi,Hillenbrand Inc,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BBB,High,BB,Medium,BB,Medium,489,349,300,1138,2022-11-07,BBB,High, Leader,55.68400770712909,37.278106508875744,56.25,49.38,205
hhc,Howard Hughes Corp,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-11-07,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
hubs,HubSpot Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,480,329,320,1129,2022-11-07,BBB,High, Leader,53.94990366088632,33.33333333333333,61.25000000000001,48.56,236
hesm,Hess Midstream LP,"NEW YORK STOCK EXCHANGE, INC.",Energy ,BB,Medium,B,Medium,B,Medium,307,257,255,819,2022-11-15,BB,Medium, Average,20.616570327552985,19.13214990138067,45.0,26.19,496
hei,HEICO Corp,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,B,Medium,B,Medium,B,Medium,225,203,205,633,2022-11-07,B,Medium,Laggard,4.8169556840077075,8.481262327416173,32.5,13.02,673
